epoch,accuracy,loss,val_accuracy,val_loss
0,0.3143981993198395,1.48711359500885,0.401123583316803,1.256042718887329
1,0.3889201283454895,1.3296810388565063,0.45617976784706116,1.122865915298462
2,0.43363329768180847,1.1859782934188843,0.48988765478134155,1.0461325645446777
3,0.4755343198776245,1.1583043336868286,0.3741573095321655,1.229082465171814
4,0.5081552267074585,1.0637341737747192,0.5584269762039185,0.9791227579116821
5,0.5697413086891174,0.9320295453071594,0.6606741547584534,0.8508874177932739
6,0.5883014798164368,0.9200222492218018,0.6528089642524719,0.7649139761924744
7,0.6296400427818298,0.8393089175224304,0.7022472023963928,0.7087472081184387
8,0.6602924466133118,0.7719258069992065,0.6943820118904114,0.6816100478172302
9,0.6642294526100159,0.7743155360221863,0.5865168571472168,0.8652836680412292
10,0.6563554406166077,0.7515245676040649,0.6752809286117554,0.6577190160751343
11,0.7030371427536011,0.6869345903396606,0.7651685476303101,0.5530267357826233
12,0.6912261247634888,0.6931241750717163,0.7235954999923706,0.6208271980285645
13,0.7238470315933228,0.6238284111022949,0.733707845211029,0.6125328540802002
14,0.7370641231536865,0.5969056487083435,0.7966291904449463,0.46475234627723694
15,0.7719347476959229,0.5685380697250366,0.7707865238189697,0.600114107131958
16,0.8217098116874695,0.507022500038147,0.8808988928794861,0.38454777002334595
17,0.7969628572463989,0.5720478296279907,0.8258426785469055,0.49226006865501404
18,0.8127109408378601,0.5234120488166809,0.8303371071815491,0.46320095658302307
19,0.7694038152694702,0.657012403011322,0.8348314762115479,0.45861852169036865
20,0.8501124978065491,0.4356861412525177,0.898876428604126,0.29959836602211
21,0.8869516253471375,0.3394336998462677,0.9146067500114441,0.2582581043243408
22,0.8948256373405457,0.32927408814430237,0.9044944047927856,0.25344547629356384
23,0.8953880667686462,0.3288766145706177,0.917977511882782,0.23013818264007568
24,0.9119797348976135,0.28792744874954224,0.9044944047927856,0.3116060793399811
25,0.9035432934761047,0.29630357027053833,0.9123595356941223,0.21761973202228546
