epoch,accuracy,loss,val_accuracy,val_loss
0,0.43785151839256287,1.2669676542282104,0.5719100832939148,1.1103829145431519
1,0.6065804362297058,0.9154030084609985,0.601123571395874,0.818859338760376
2,0.6968504190444946,0.7301404476165771,0.7348314523696899,0.5870006084442139
3,0.7334083318710327,0.6456385254859924,0.8112359642982483,0.53641277551651
4,0.7904949188232422,0.5707144141197205,0.7123595476150513,0.6325706243515015
5,0.7899324893951416,0.5604450106620789,0.8056179881095886,0.5392892360687256
6,0.8113048076629639,0.5005414485931396,0.8910112380981445,0.3496454954147339
7,0.8200225234031677,0.49360978603363037,0.850561797618866,0.39735090732574463
8,0.8512373566627502,0.425331711769104,0.8910112380981445,0.2872210144996643
9,0.8551743626594543,0.4147300124168396,0.8573033809661865,0.3647153675556183
10,0.8695163130760193,0.3702394664287567,0.9056179523468018,0.23957984149456024
11,0.8824521899223328,0.33246609568595886,0.9078651666641235,0.24219182133674622
12,0.8945444226264954,0.29761531949043274,0.8539325594902039,0.3693176507949829
13,0.9043869376182556,0.275111585855484,0.8999999761581421,0.2593923807144165
14,0.8655793070793152,0.4269009828567505,0.8314606547355652,0.48101213574409485
15,0.8748593926429749,0.3779727816581726,0.9258427023887634,0.19329901039600372
16,0.901856005191803,0.27426663041114807,0.9382022619247437,0.16545601189136505
17,0.9204161763191223,0.23529919981956482,0.9415730237960815,0.14175111055374146
18,0.9223846793174744,0.22751379013061523,0.9303370714187622,0.1731327325105667
19,0.9094488024711609,0.2624860107898712,0.9471909999847412,0.13869275152683258
20,0.9094488024711609,0.24941201508045197,0.9606741666793823,0.13366520404815674
21,0.9226658940315247,0.2363472431898117,0.9483146071434021,0.11842350661754608
22,0.9327896237373352,0.19624783098697662,0.9584269523620605,0.10342010855674744
23,0.937570333480835,0.188153937458992,0.9561797976493835,0.1235293447971344
24,0.9384139776229858,0.18891164660453796,0.9438202381134033,0.1428079903125763
25,0.9204161763191223,0.24143199622631073,0.9640449285507202,0.10272146761417389
26,0.9431946277618408,0.18015626072883606,0.9471909999847412,0.1225304827094078
27,0.9243531823158264,0.23503190279006958,0.9651685357093811,0.10355496406555176
28,0.924915611743927,0.20971432328224182,0.9404494166374207,0.14361736178398132
29,0.9398200511932373,0.18178690969944,0.9775280952453613,0.07757312059402466
30,0.9431946277618408,0.17018158733844757,0.9460673928260803,0.14388447999954224
31,0.9221034646034241,0.23237985372543335,0.9303370714187622,0.17927493155002594
32,0.9322271943092346,0.19552050530910492,0.9629213213920593,0.08264078199863434
33,0.9386951923370361,0.17776034772396088,0.9505618214607239,0.1661873459815979
34,0.9305399060249329,0.20124322175979614,0.9528089761734009,0.12172406911849976
35,0.9507874250411987,0.14264534413814545,0.9550561904907227,0.11838628351688385
36,0.939538836479187,0.1937013864517212,0.9696629047393799,0.08495962619781494
37,0.9426321983337402,0.1745743304491043,0.9168539047241211,0.2183464765548706
38,0.9266029000282288,0.22865013778209686,0.9202247262001038,0.180700421333313
39,0.9403824806213379,0.173646479845047,0.9573033452033997,0.09605475515127182
40,0.9412261247634888,0.1641991138458252,0.9595505595207214,0.10991886258125305
41,0.9406636953353882,0.18668067455291748,0.9483146071434021,0.12270314246416092
42,0.9488189220428467,0.16264298558235168,0.9707865118980408,0.07077965885400772
43,0.9600675106048584,0.1174260601401329,0.9629213213920593,0.07671650499105453
44,0.90860515832901,0.3267757296562195,0.9393258690834045,0.15421082079410553
45,0.9519122838973999,0.14535760879516602,0.9651685357093811,0.10690174996852875
46,0.9519122838973999,0.14288054406642914,0.9719101190567017,0.07370398938655853
47,0.9434758424758911,0.17559459805488586,0.9775280952453613,0.07198422402143478
48,0.9260404706001282,0.22434936463832855,0.9550561904907227,0.11330460757017136
49,0.9597862958908081,0.12429242581129074,0.9584269523620605,0.09923461824655533
