epoch,accuracy,loss,val_accuracy,val_loss
0,0.28712037205696106,1.5859073400497437,0.2707865238189697,1.544856071472168
1,0.36248594522476196,1.3877204656600952,0.40449437499046326,1.2414196729660034
2,0.40663668513298035,1.251403570175171,0.44157302379608154,1.1043343544006348
3,0.44713160395622253,1.1813610792160034,0.4449438154697418,1.1229592561721802
4,0.48959505558013916,1.1190783977508545,0.5269662737846375,1.0555635690689087
5,0.516310453414917,1.0755982398986816,0.567415714263916,0.935945451259613
6,0.5492125749588013,0.9697244763374329,0.4471909999847412,1.1813074350357056
7,0.550899863243103,0.9663683176040649,0.54831463098526,0.8906752467155457
8,0.5919572710990906,0.8788349628448486,0.6595505475997925,0.7702473402023315
9,0.6130483746528625,0.8525969982147217,0.6438202261924744,0.7286195755004883
10,0.6690101027488708,0.7558976411819458,0.6719101071357727,0.7358502149581909
11,0.6853205561637878,0.7438467144966125,0.6224719285964966,0.7926458716392517
12,0.7320022583007812,0.6652333736419678,0.7449437975883484,0.5690668821334839
13,0.7578740119934082,0.6244526505470276,0.7134831547737122,0.7237024903297424
14,0.7890888452529907,0.5784805417060852,0.8415730595588684,0.4732857942581177
15,0.8329584002494812,0.5035477876663208,0.8134831190109253,0.4855833947658539
16,0.7775590419769287,0.5993766784667969,0.8224719166755676,0.4690960943698883
17,0.8478627800941467,0.44629356265068054,0.7528089880943298,0.5637884140014648
18,0.8368954062461853,0.48505914211273193,0.9112359285354614,0.3171716332435608
19,0.8501124978065491,0.43913695216178894,0.8887640237808228,0.40065357089042664
20,0.8799212574958801,0.38089197874069214,0.8977528214454651,0.3434358835220337
21,0.9071990847587585,0.3102644383907318,0.9247190952301025,0.30494704842567444
22,0.8830146193504333,0.36515021324157715,0.8292135000228882,0.4912913143634796
23,0.9060742259025574,0.308800607919693,0.9044944047927856,0.263109415769577
24,0.9083239436149597,0.29632529616355896,0.9269663095474243,0.22787228226661682
25,0.9195725321769714,0.26223719120025635,0.9393258690834045,0.2099420577287674
26,0.9077615141868591,0.2905336618423462,0.9112359285354614,0.25144824385643005
27,0.915354311466217,0.26680368185043335,0.9314606785774231,0.24613429605960846
28,0.8810461163520813,0.40572622418403625,0.9168539047241211,0.2725072205066681
29,0.9221034646034241,0.2557166516780853,0.9438202381134033,0.2303614467382431
30,0.9063554406166077,0.32787248492240906,0.9269663095474243,0.21518351137638092
31,0.9260404706001282,0.2512994408607483,0.9415730237960815,0.20377923548221588
32,0.8647356629371643,0.3841874599456787,0.8617977499961853,0.2921074330806732
33,0.8939819931983948,0.3228740096092224,0.9022471904754639,0.31109169125556946
34,0.924915611743927,0.2453162521123886,0.9134831428527832,0.24215765297412872
35,0.9327896237373352,0.2142605036497116,0.9303370714187622,0.19924689829349518
36,0.9280089735984802,0.22843681275844574,0.9505618214607239,0.1758766621351242
37,0.9356017708778381,0.20627295970916748,0.932584285736084,0.20527955889701843
38,0.9209786057472229,0.25082162022590637,0.7707865238189697,0.5803540349006653
39,0.9057930111885071,0.29603493213653564,0.9224718809127808,0.24794204533100128
40,0.9277277588844299,0.22970502078533173,0.932584285736084,0.17211872339248657
41,0.9426321983337402,0.19417397677898407,0.9404494166374207,0.17589052021503448
42,0.9319459795951843,0.20840036869049072,0.9483146071434021,0.18280529975891113
43,0.9339144825935364,0.2166423350572586,0.9483146071434021,0.13969673216342926
44,0.9403824806213379,0.20934052765369415,0.9471909999847412,0.2931198179721832
45,0.9159167408943176,0.29010164737701416,0.9337078928947449,0.23285363614559174
46,0.91816645860672,0.32985880970954895,0.8449438214302063,0.636654794216156
47,0.8998875021934509,0.32454434037208557,0.9393258690834045,0.17962875962257385
48,0.937570333480835,0.2458055317401886,0.917977511882782,0.24189311265945435
49,0.9356017708778381,0.2199179232120514,0.9528089761734009,0.12093602120876312
50,0.9358829855918884,0.21951760351657867,0.9382022619247437,0.14558517932891846
51,0.9502249956130981,0.1679002195596695,0.9528089761734009,0.16785818338394165
52,0.944319486618042,0.1927083134651184,0.9584269523620605,0.1216529905796051
53,0.9572553634643555,0.14694668352603912,0.9505618214607239,0.12866126000881195
54,0.9263216853141785,0.23219148814678192,0.9438202381134033,0.1555163711309433
55,0.9527559280395508,0.16157570481300354,0.9539325833320618,0.12118180841207504
56,0.9448819160461426,0.19134408235549927,0.9550561904907227,0.1283152997493744
57,0.9386951923370361,0.19707255065441132,0.9382022619247437,0.15646842122077942
58,0.9454443454742432,0.1787138283252716,0.9382022619247437,0.1696193665266037
59,0.9513498544692993,0.16669222712516785,0.9573033452033997,0.12617209553718567
60,0.9575365781784058,0.13963863253593445,0.9617977738380432,0.1340292990207672
61,0.9564117193222046,0.13823780417442322,0.9606741666793823,0.130405455827713
62,0.9535995721817017,0.1569972038269043,0.9617977738380432,0.14009737968444824
63,0.9597862958908081,0.133726567029953,0.9617977738380432,0.16941700875759125
64,0.955849289894104,0.1513465791940689,0.9741572737693787,0.09288644045591354
65,0.9533183574676514,0.13864873349666595,0.9707865118980408,0.10439541190862656
66,0.9637233018875122,0.13106563687324524,0.9752808809280396,0.06768298894166946
67,0.9544432163238525,0.15890222787857056,0.9707865118980408,0.10314974188804626
68,0.9623172283172607,0.13658791780471802,0.9719101190567017,0.07699479162693024
69,0.9527559280395508,0.15801425278186798,0.9674157500267029,0.11580851674079895
70,0.9535995721817017,0.17189881205558777,0.9719101190567017,0.08110035210847855
71,0.953880786895752,0.16585184633731842,0.9696629047393799,0.0951455757021904
72,0.9640045166015625,0.1283944994211197,0.9640449285507202,0.10739807039499283
73,0.9564117193222046,0.14687490463256836,0.9617977738380432,0.09435032308101654
74,0.9631608724594116,0.12503929436206818,0.966292142868042,0.10784117132425308
75,0.9634420871734619,0.1286577433347702,0.9730337262153625,0.07004334032535553
76,0.953880786895752,0.16468574106693268,0.9696629047393799,0.08248890936374664
77,0.9690663814544678,0.11401335150003433,0.9528089761734009,0.1353500485420227
78,0.9631608724594116,0.12745973467826843,0.9505618214607239,0.17254388332366943
79,0.9609111547470093,0.14347578585147858,0.968539297580719,0.10286429524421692
80,0.9642857313156128,0.10766278207302094,0.9764044880867004,0.08112272620201111
81,0.9724409580230713,0.08305691182613373,0.9786517024040222,0.0687071904540062
82,0.9659730195999146,0.12316255271434784,0.9707865118980408,0.08549253642559052
83,0.9609111547470093,0.12577682733535767,0.9617977738380432,0.12185430526733398
84,0.9541620016098022,0.1666099578142166,0.9539325833320618,0.13399064540863037
85,0.9749718904495239,0.0792446881532669,0.9752808809280396,0.09561263024806976
86,0.962598443031311,0.14085987210273743,0.9719101190567017,0.11444263160228729
87,0.9693475961685181,0.10908560454845428,0.9707865118980408,0.11384645104408264
